timestamp(ms);ADC;ADC>ADC;
"1769551390.898";"180";;
"1769551390.9";"181";;
"1769551390.902";"177";;
"1769551390.904";"178";;
"1769551390.906";"176";;
"1769551390.908";"177";;
"1769551390.91";"178";;
"1769551390.912";"177";;
"1769551390.914";"168";;
"1769551390.916";"181";;
"1769551390.918";"177";;
"1769551390.92";"174";;
"1769551390.922";"179";;
"1769551390.924";"176";;
"1769551390.926";"176";;
"1769551390.928";"176";;
"1769551390.93";"175";;
"1769551390.932";"177";;
"1769551390.934";"177";;
"1769551390.936";"175";;
"1769551390.938";"179";;
"1769551390.94";"176";;
"1769551390.942";"176";;
"1769551390.944";"179";;
"1769551390.946";"177";;
"1769551390.948";"178";;
"1769551390.95";"178";;
"1769551390.952";"180";;
"1769551390.954";"177";;
"1769551390.956";"176";;
"1769551390.958";"173";;
"1769551390.96";"177";;
"1769551390.962";"165";;
"1769551390.964";"177";;
"1769551390.966";"173";;
"1769551390.968";"180";;
"1769551390.97";"179";;
"1769551390.972";"180";;
"1769551390.974";"180";;
"1769551390.976";"170";;
"1769551390.978";"179";;
"1769551390.98";"183";;
"1769551390.982";"179";;
"1769551390.984";"179";;
"1769551390.986";"173";;
"1769551390.988";"178";;
"1769551390.99";"179";;
"1769551390.992";"179";;
"1769551390.994";"179";;
"1769551390.996";"177";;
"1769551390.998";"175";;
"1769551391";"180";;
"1769551391.002";"180";;
"1769551391.004";"179";;
"1769551391.006";"178";;
"1769551391.008";"180";;
"1769551391.01";"179";;
"1769551391.012";"177";;
"1769551391.014";"179";;
"1769551391.016";"181";;
"1769551391.018";"178";;
"1769551391.02";"176";;
"1769551391.022";"176";;
"1769551391.024";"181";;
"1769551391.026";"177";;
"1769551391.028";"178";;
"1769551391.03";"177";;
"1769551391.032";"177";;
"1769551391.034";"177";;
"1769551391.036";"177";;
"1769551391.038";"176";;
"1769551391.04";"177";;
"1769551391.042";"186";;
"1769551391.044";"178";;
"1769551391.046";"174";;
"1769551391.048";"179";;
"1769551391.05";"182";;
"1769551391.052";"176";;
"1769551391.054";"180";;
"1769551391.056";"176";;
"1769551391.058";"178";;
"1769551391.06";"164";;
"1769551391.062";"168";;
"1769551391.064";"181";;
"1769551391.066";"176";;
"1769551391.068";"176";;
"1769551391.07";"180";;
"1769551391.072";"176";;
"1769551391.074";"172";;
"1769551391.076";"188";;
"1769551391.078";"173";;
"1769551391.08";"180";;
"1769551391.082";"178";;
"1769551391.084";"182";;
"1769551391.086";"187";;
"1769551391.088";"178";;
"1769551391.09";"180";;
"1769551391.092";"175";;
"1769551391.094";"180";;
"1769551391.096";"173";;
"1769551391.098";"178";;
"1769551391.1";"178";;
"1769551391.102";"173";;
"1769551391.104";"183";;
"1769551391.106";"175";;
"1769551391.108";"176";;
"1769551391.11";"186";;
"1769551391.112";"179";;
"1769551391.114";"178";;
"1769551391.116";"176";;
"1769551391.118";"178";;
"1769551391.12";"177";;
"1769551391.122";"166";;
"1769551391.124";"180";;
"1769551391.126";"177";;
"1769551391.128";"174";;
"1769551391.13";"177";;
"1769551391.132";"177";;
"1769551391.134";"181";;
"1769551391.136";"174";;
"1769551391.138";"179";;
"1769551391.14";"178";;
"1769551391.142";"179";;
"1769551391.144";"180";;
"1769551391.146";"175";;
"1769551391.148";"178";;
"1769551391.15";"176";;
"1769551391.152";"179";;
"1769551391.154";"178";;
"1769551391.156";"173";;
"1769551391.158";"178";;
"1769551391.16";"179";;
"1769551391.162";"177";;
"1769551391.164";"173";;
"1769551391.166";"176";;
"1769551391.168";"171";;
"1769551391.17";"175";;
"1769551391.172";"176";;
"1769551391.174";"178";;
"1769551391.176";"172";;
"1769551391.178";"178";;
"1769551391.18";"178";;
"1769551391.182";"178";;
"1769551391.184";"184";;
"1769551391.186";"178";;
"1769551391.188";"173";;
"1769551391.19";"178";;
"1769551391.192";"177";;
"1769551391.194";"178";;
"1769551391.196";"173";;
"1769551391.198";"176";;
"1769551391.2";"178";;
"1769551391.202";"178";;
"1769551391.204";"175";;
"1769551391.206";"179";;
"1769551391.208";"174";;
"1769551391.21";"179";;
"1769551391.212";"176";;
"1769551391.214";"178";;
"1769551391.216";"182";;
"1769551391.218";"190";;
"1769551391.22";"172";;
"1769551391.222";"178";;
"1769551391.224";"181";;
"1769551391.226";"179";;
"1769551391.228";"178";;
"1769551391.23";"179";;
"1769551391.232";"183";;
"1769551391.234";"176";;
"1769551391.236";"174";;
"1769551391.238";"176";;
"1769551391.24";"178";;
"1769551391.242";"177";;
"1769551391.244";"174";;
"1769551391.246";"177";;
"1769551391.248";"179";;
"1769551391.25";"177";;
"1769551391.252";"176";;
"1769551391.254";"182";;
"1769551391.256";"176";;
"1769551391.258";"176";;
"1769551391.26";"173";;
"1769551391.262";"178";;
"1769551391.264";"173";;
"1769551391.266";"177";;
"1769551391.268";"176";;
"1769551391.27";"172";;
"1769551391.272";"175";;
"1769551391.274";"175";;
"1769551391.276";"178";;
"1769551391.278";"178";;
"1769551391.28";"176";;
"1769551391.282";"177";;
"1769551391.284";"178";;
"1769551391.286";"179";;
"1769551391.288";"174";;
"1769551391.29";"177";;
"1769551391.292";"184";;
"1769551391.294";"177";;
"1769551391.296";"174";;
"1769551391.298";"178";;
"1769551391.3";"177";;
"1769551391.302";"181";;
"1769551391.304";"176";;
"1769551391.306";"176";;
"1769551391.308";"179";;
"1769551391.31";"170";;
"1769551391.312";"177";;
"1769551391.314";"177";;
"1769551391.316";"179";;
"1769551391.318";"177";;
"1769551391.32";"178";;
"1769551391.322";"180";;
"1769551391.324";"177";;
"1769551391.326";"182";;
"1769551391.328";"179";;
"1769551391.33";"179";;
"1769551391.332";"177";;
"1769551391.334";"176";;
"1769551391.336";"179";;
"1769551391.338";"178";;
"1769551391.34";"176";;
"1769551391.342";"177";;
"1769551391.344";"176";;
"1769551391.346";"179";;
"1769551391.348";"184";;
"1769551391.35";"175";;
"1769551391.352";"181";;
"1769551391.354";"179";;
"1769551391.356";"176";;
"1769551391.358";"179";;
"1769551391.36";"178";;
"1769551391.362";"176";;
"1769551391.364";"178";;
"1769551391.366";"178";;
"1769551391.368";"176";;
"1769551391.37";"175";;
"1769551391.373";"177";;
"1769551391.374";"175";;
"1769551391.376";"179";;
"1769551391.378";"179";;
"1769551391.38";"176";;
"1769551391.382";"181";;
"1769551391.384";"176";;
"1769551391.386";"178";;
"1769551391.388";"179";;
"1769551391.39";"170";;
"1769551391.392";"178";;
"1769551391.394";"178";;
"1769551391.396";"180";;
"1769551391.398";"178";;
"1769551391.4";"174";;
"1769551391.402";"176";;
"1769551391.404";"177";;
"1769551391.406";"178";;
"1769551391.408";"181";;
"1769551391.41";"180";;
"1769551391.412";"177";;
"1769551391.414";"180";;
"1769551391.416";"175";;
"1769551391.418";"177";;
"1769551391.42";"178";;
"1769551391.422";"177";;
"1769551391.424";"175";;
"1769551391.426";"177";;
"1769551391.428";"170";;
"1769551391.43";"182";;
"1769551391.432";"181";;
"1769551391.434";"177";;
"1769551391.436";"182";;
"1769551391.438";"180";;
"1769551391.44";"190";;
"1769551391.442";"180";;
"1769551391.444";"173";;
"1769551391.446";"180";;
"1769551391.448";"179";;
"1769551391.45";"178";;
"1769551391.452";"183";;
"1769551391.454";"171";;
"1769551391.456";"187";;
"1769551391.458";"178";;
"1769551391.46";"176";;
"1769551391.462";"176";;
"1769551391.464";"178";;
"1769551391.466";"178";;
"1769551391.468";"175";;
"1769551391.47";"176";;
"1769551391.472";"183";;
"1769551391.474";"178";;
"1769551391.476";"179";;
"1769551391.478";"176";;
"1769551391.48";"179";;
"1769551391.482";"177";;
"1769551391.484";"179";;
"1769551391.486";"171";;
"1769551391.488";"177";;
"1769551391.49";"175";;
"1769551391.492";"179";;
"1769551391.494";"174";;
"1769551391.496";"177";;
"1769551391.498";"177";;
"1769551391.5";"174";;
"1769551391.502";"177";;
"1769551391.504";"176";;
"1769551391.506";"177";;
"1769551391.508";"178";;
"1769551391.51";"177";;
"1769551391.512";"179";;
"1769551391.514";"178";;
"1769551391.516";"177";;
"1769551391.518";"178";;
"1769551391.52";"177";;
"1769551391.522";"179";;
"1769551391.524";"176";;
"1769551391.526";"178";;
"1769551391.528";"178";;
"1769551391.53";"178";;
"1769551391.532";"178";;
"1769551391.534";"179";;
"1769551391.536";"177";;
"1769551391.538";"178";;
"1769551391.54";"178";;
"1769551391.542";"182";;
"1769551391.544";"181";;
"1769551391.546";"175";;
"1769551391.548";"175";;
"1769551391.55";"166";;
"1769551391.552";"176";;
"1769551391.554";"182";;
"1769551391.556";"178";;
"1769551391.558";"177";;
"1769551391.56";"178";;
"1769551391.562";"176";;
"1769551391.564";"178";;
"1769551391.566";"179";;
"1769551391.568";"180";;
"1769551391.57";"180";;
"1769551391.572";"182";;
"1769551391.574";"179";;
"1769551391.576";"179";;
"1769551391.578";"176";;
"1769551391.58";"169";;
"1769551391.582";"178";;
"1769551391.584";"172";;
"1769551391.586";"177";;
"1769551391.588";"181";;
"1769551391.59";"177";;
"1769551391.592";"175";;
"1769551391.594";"175";;
"1769551391.596";"173";;
"1769551391.598";"176";;
"1769551391.6";"177";;
"1769551391.602";"178";;
"1769551391.604";"179";;
"1769551391.606";"188";;
"1769551391.608";"177";;
"1769551391.61";"178";;
"1769551391.612";"181";;
"1769551391.614";"176";;
"1769551391.616";"178";;
"1769551391.618";"182";;
"1769551391.62";"171";;
"1769551391.622";"179";;
"1769551391.624";"175";;
"1769551391.626";"175";;
"1769551391.628";"177";;
"1769551391.63";"178";;
"1769551391.632";"174";;
"1769551391.634";"175";;
"1769551391.636";"176";;
"1769551391.638";"178";;
"1769551391.64";"178";;
"1769551391.642";"177";;
"1769551391.644";"180";;
"1769551391.646";"171";;
"1769551391.648";"178";;
"1769551391.65";"177";;
"1769551391.652";"178";;
"1769551391.654";"181";;
"1769551391.656";"174";;
"1769551391.658";"188";;
"1769551391.66";"177";;
"1769551391.662";"179";;
"1769551391.664";"176";;
"1769551391.666";"176";;
"1769551391.668";"177";;
"1769551391.67";"177";;
"1769551391.672";"181";;
"1769551391.674";"176";;
"1769551391.676";"179";;
"1769551391.678";"174";;
"1769551391.68";"182";;
"1769551391.682";"179";;
"1769551391.684";"177";;
"1769551391.686";"182";;
"1769551391.688";"180";;
"1769551391.69";"178";;
"1769551391.692";"175";;
"1769551391.694";"176";;
"1769551391.696";"176";;
"1769551391.698";"179";;
"1769551391.7";"178";;
"1769551391.702";"180";;
"1769551391.704";"179";;
"1769551391.706";"176";;
"1769551391.708";"178";;
"1769551391.71";"178";;
"1769551391.712";"180";;
"1769551391.714";"178";;
"1769551391.716";"177";;
"1769551391.718";"185";;
"1769551391.72";"176";;
"1769551391.722";"173";;
"1769551391.724";"175";;
"1769551391.726";"176";;
"1769551391.728";"178";;
"1769551391.73";"180";;
"1769551391.732";"183";;
"1769551391.734";"178";;
"1769551391.736";"176";;
"1769551391.738";"179";;
"1769551391.74";"174";;
"1769551391.742";"178";;
"1769551391.771";"177";;
"1769551391.772";"186";;
"1769551391.773";"177";;
"1769551391.774";"179";;
"1769551391.776";"174";;
"1769551391.78";"174";;
"1769551391.785";"173";;
"1769551391.786";"175";;
"1769551391.788";"178";;
"1769551391.79";"175";;
"1769551391.792";"172";;
"1769551391.794";"177";;
"1769551391.796";"179";;
"1769551391.798";"177";;
"1769551391.8";"180";;
"1769551391.802";"177";;
"1769551391.804";"178";;
"1769551391.806";"178";;
"1769551391.808";"176";;
"1769551391.81";"182";;
"1769551391.812";"177";;
"1769551391.814";"179";;
"1769551391.816";"178";;
"1769551391.818";"177";;
"1769551391.82";"181";;
"1769551391.822";"178";;
"1769551391.824";"178";;
"1769551391.826";"174";;
"1769551391.828";"178";;
"1769551391.83";"174";;
"1769551391.832";"177";;
"1769551391.834";"178";;
"1769551391.836";"180";;
"1769551391.838";"178";;
"1769551391.84";"177";;
"1769551391.842";"183";;
"1769551391.844";"177";;
"1769551391.846";"178";;
"1769551391.848";"176";;
"1769551391.85";"176";;
"1769551391.852";"180";;
"1769551391.854";"175";;
"1769551391.856";"169";;
"1769551391.858";"176";;
"1769551391.86";"178";;
"1769551391.862";"181";;
"1769551391.864";"178";;
"1769551391.866";"177";;
"1769551391.868";"177";;
"1769551391.87";"177";;
"1769551391.872";"178";;
"1769551391.874";"176";;
"1769551391.876";"178";;
"1769551391.878";"177";;
"1769551391.88";"176";;
"1769551391.882";"177";;
"1769551391.884";"180";;
"1769551391.886";"179";;
"1769551391.888";"173";;
"1769551391.89";"178";;
"1769551391.892";"176";;
"1769551391.894";"178";;
"1769551391.896";"174";;
"1769551391.898";"179";;
"1769551391.9";"183";;
"1769551391.902";"170";;
"1769551391.904";"178";;
"1769551391.906";"177";;
"1769551391.908";"176";;
"1769551391.91";"178";;
"1769551391.912";"177";;
"1769551391.914";"178";;
"1769551391.916";"178";;
"1769551391.918";"176";;
"1769551391.92";"180";;
"1769551391.922";"179";;
"1769551391.924";"177";;
"1769551391.926";"179";;
"1769551391.928";"182";;
"1769551391.93";"178";;
"1769551391.932";"176";;
"1769551391.934";"181";;
"1769551391.936";"184";;
"1769551391.938";"182";;
"1769551391.94";"175";;
"1769551391.942";"182";;
"1769551391.944";"177";;
"1769551391.946";"178";;
"1769551391.948";"179";;
"1769551391.95";"179";;
"1769551391.952";"181";;
"1769551391.954";"179";;
"1769551391.956";"169";;
"1769551391.958";"177";;
"1769551391.96";"175";;
"1769551391.962";"177";;
"1769551391.964";"177";;
"1769551391.966";"175";;
"1769551391.968";"177";;
"1769551391.97";"177";;
"1769551391.972";"178";;
"1769551391.974";"180";;
"1769551391.976";"176";;
"1769551391.978";"178";;
"1769551391.98";"176";;
"1769551391.982";"182";;
"1769551391.984";"179";;
"1769551391.986";"184";;
"1769551391.988";"177";;
"1769551391.99";"179";;
"1769551391.992";"176";;
"1769551391.994";"174";;
"1769551391.996";"182";;
"1769551391.998";"179";;
"1769551392";"180";;
"1769551392.002";"176";;
"1769551392.004";"178";;
"1769551392.006";"177";;
"1769551392.008";"177";;
"1769551392.01";"175";;
"1769551392.012";"178";;
"1769551392.014";"179";;
"1769551392.016";"176";;
"1769551392.018";"186";;
"1769551392.02";"179";;
"1769551392.022";"180";;
"1769551392.024";"176";;
"1769551392.026";"176";;
"1769551392.028";"178";;
"1769551392.03";"177";;
"1769551392.032";"177";;
"1769551392.034";"178";;
"1769551392.036";"174";;
"1769551392.038";"185";;
"1769551392.04";"175";;
"1769551392.042";"181";;
"1769551392.044";"177";;
"1769551392.046";"181";;
"1769551392.048";"180";;
"1769551392.05";"170";;
"1769551392.052";"179";;
"1769551392.054";"181";;
"1769551392.056";"182";;
"1769551392.058";"177";;
"1769551392.06";"180";;
"1769551392.062";"183";;
"1769551392.064";"173";;
"1769551392.066";"184";;
"1769551392.068";"175";;
"1769551392.07";"180";;
"1769551392.072";"178";;
"1769551392.074";"176";;
"1769551392.076";"177";;
"1769551392.078";"176";;
"1769551392.08";"179";;
"1769551392.082";"179";;
"1769551392.084";"175";;
"1769551392.086";"177";;
"1769551392.088";"176";;
"1769551392.09";"179";;
"1769551392.092";"177";;
"1769551392.094";"180";;
"1769551392.096";"177";;
"1769551392.098";"181";;
"1769551392.1";"177";;
"1769551392.102";"182";;
"1769551392.104";"178";;
"1769551392.106";"179";;
"1769551392.108";"179";;
"1769551392.11";"177";;
"1769551392.112";"170";;
"1769551392.114";"180";;
"1769551392.116";"179";;
"1769551392.118";"174";;
"1769551392.12";"183";;
"1769551392.122";"179";;
"1769551392.124";"178";;
"1769551392.126";"179";;
"1769551392.128";"177";;
"1769551392.13";"179";;
"1769551392.132";"178";;
"1769551392.134";"197";;
"1769551392.136";"178";;
"1769551392.138";"181";;
"1769551392.14";"173";;
"1769551392.142";"180";;
"1769551392.144";"176";;
"1769551392.146";"178";;
"1769551392.148";"177";;
"1769551392.15";"177";;
"1769551392.152";"178";;
"1769551392.154";"176";;
"1769551392.156";"178";;
"1769551392.158";"178";;
"1769551392.16";"179";;
"1769551392.162";"176";;
"1769551392.164";"175";;
"1769551392.166";"178";;
"1769551392.168";"176";;
"1769551392.17";"181";;
"1769551392.172";"177";;
"1769551392.174";"176";;
"1769551392.176";"177";;
"1769551392.178";"177";;
"1769551392.18";"179";;
"1769551392.182";"177";;
"1769551392.184";"177";;
"1769551392.186";"175";;
"1769551392.188";"177";;
"1769551392.19";"171";;
"1769551392.192";"177";;
"1769551392.194";"181";;
"1769551392.196";"178";;
"1769551392.198";"178";;
"1769551392.2";"175";;
"1769551392.202";"176";;
"1769551392.204";"176";;
"1769551392.206";"179";;
"1769551392.208";"177";;
"1769551392.21";"182";;
"1769551392.212";"176";;
"1769551392.214";"173";;
"1769551392.216";"179";;
"1769551392.218";"178";;
"1769551392.22";"177";;
"1769551392.222";"176";;
"1769551392.224";"177";;
"1769551392.226";"177";;
"1769551392.228";"176";;
"1769551392.23";"181";;
"1769551392.232";"177";;
"1769551392.234";"175";;
"1769551392.236";"179";;
"1769551392.238";"177";;
"1769551392.24";"171";;
"1769551392.242";"177";;
"1769551392.244";"184";;
"1769551392.246";"180";;
"1769551392.248";"180";;
"1769551392.25";"178";;
"1769551392.252";"177";;
"1769551392.254";"176";;
"1769551392.256";"178";;
"1769551392.258";"177";;
"1769551392.26";"176";;
"1769551392.262";"174";;
"1769551392.264";"175";;
"1769551392.266";"178";;
"1769551392.268";"176";;
"1769551392.27";"181";;
"1769551392.272";"179";;
"1769551392.274";"179";;
"1769551392.276";"157";;
"1769551392.278";"174";;
"1769551392.28";"179";;
"1769551392.282";"177";;
"1769551392.284";"173";;
"1769551392.286";"178";;
"1769551392.288";"178";;
"1769551392.29";"180";;
"1769551392.292";"177";;
"1769551392.294";"176";;
"1769551392.296";"176";;
"1769551392.298";"178";;
"1769551392.3";"179";;
"1769551392.302";"180";;
"1769551392.304";"173";;
"1769551392.306";"177";;
"1769551392.308";"176";;
"1769551392.31";"179";;
"1769551392.312";"175";;
"1769551392.314";"174";;
"1769551392.316";"176";;
"1769551392.318";"180";;
"1769551392.32";"182";;
"1769551392.322";"178";;
"1769551392.324";"181";;
"1769551392.326";"178";;
"1769551392.328";"182";;
"1769551392.33";"178";;
"1769551392.332";"177";;
"1769551392.334";"169";;
"1769551392.336";"179";;
"1769551392.338";"185";;
"1769551392.34";"179";;
"1769551392.342";"175";;
"1769551392.344";"189";;
"1769551392.346";"180";;
"1769551392.348";"181";;
"1769551392.35";"177";;
"1769551392.352";"173";;
"1769551392.354";"178";;
"1769551392.356";"180";;
"1769551392.358";"184";;
"1769551392.36";"184";;
"1769551392.362";"176";;
"1769551392.364";"178";;
"1769551392.366";"180";;
"1769551392.368";"176";;
"1769551392.37";"177";;
"1769551392.372";"175";;
"1769551392.374";"167";;
"1769551392.376";"181";;
"1769551392.378";"180";;
"1769551392.38";"172";;
"1769551392.382";"173";;
"1769551392.384";"179";;
"1769551392.386";"181";;
"1769551392.388";"178";;
"1769551392.39";"176";;
"1769551392.392";"177";;
"1769551392.394";"180";;
"1769551392.396";"179";;
"1769551392.398";"179";;
"1769551392.4";"172";;
"1769551392.402";"175";;
"1769551392.404";"180";;
"1769551392.406";"178";;
"1769551392.408";"176";;
"1769551392.41";"174";;
"1769551392.412";"177";;
"1769551392.414";"182";;
"1769551392.416";"175";;
"1769551392.418";"178";;
"1769551392.42";"176";;
"1769551392.422";"179";;
"1769551392.424";"180";;
"1769551392.426";"177";;
"1769551392.428";"171";;
"1769551392.43";"180";;
"1769551392.432";"181";;
"1769551392.434";"167";;
"1769551392.436";"180";;
"1769551392.438";"173";;
"1769551392.44";"174";;
"1769551392.442";"179";;
"1769551392.444";"180";;
"1769551392.446";"178";;
"1769551392.448";"174";;
"1769551392.45";"181";;
"1769551392.452";"179";;
"1769551392.454";"176";;
"1769551392.456";"166";;
"1769551392.458";"170";;
"1769551392.46";"176";;
"1769551392.462";"176";;
"1769551392.464";"177";;
"1769551392.466";"176";;
"1769551392.468";"170";;
"1769551392.47";"174";;
"1769551392.472";"180";;
"1769551392.474";"181";;
"1769551392.476";"173";;
"1769551392.478";"176";;
"1769551392.48";"182";;
"1769551392.482";"178";;
"1769551392.484";"178";;
"1769551392.486";"179";;
"1769551392.488";"173";;
"1769551392.49";"177";;
"1769551392.492";"179";;
"1769551392.494";"175";;
"1769551392.496";"177";;
"1769551392.498";"181";;
"1769551392.5";"180";;
"1769551392.502";"172";;
"1769551392.504";"178";;
"1769551392.506";"174";;
"1769551392.508";"176";;
"1769551392.51";"179";;
"1769551392.512";"173";;
"1769551392.514";"176";;
"1769551392.516";"179";;
"1769551392.518";"177";;
"1769551392.52";"180";;
"1769551392.522";"177";;
"1769551392.524";"176";;
"1769551392.526";"176";;
"1769551392.528";"165";;
"1769551392.53";"179";;
"1769551392.532";"183";;
"1769551392.534";"175";;
"1769551392.536";"175";;
"1769551392.538";"174";;
"1769551392.54";"184";;
"1769551392.542";"179";;
"1769551392.544";"172";;
"1769551392.546";"176";;
"1769551392.548";"178";;
"1769551392.55";"180";;
"1769551392.552";"179";;
"1769551392.554";"171";;
"1769551392.556";"174";;
"1769551392.558";"182";;
"1769551392.56";"181";;
"1769551392.562";"180";;
"1769551392.564";"171";;
"1769551392.566";"178";;
"1769551392.568";"176";;
"1769551392.57";"181";;
"1769551392.572";"172";;
"1769551392.574";"173";;
"1769551392.576";"178";;
"1769551392.578";"179";;
"1769551392.58";"179";;
"1769551392.582";"174";;
"1769551392.584";"176";;
"1769551392.586";"176";;
"1769551392.588";"179";;
"1769551392.59";"180";;
"1769551392.592";"174";;
"1769551392.594";"179";;
"1769551392.596";"176";;
"1769551392.598";"178";;
"1769551392.6";"166";;
"1769551392.602";"176";;
"1769551392.604";"180";;
"1769551392.606";"178";;
"1769551392.608";"179";;
"1769551392.61";"178";;
"1769551392.612";"169";;
"1769551392.614";"178";;
"1769551392.616";"179";;
"1769551392.618";"180";;
"1769551392.62";"176";;
"1769551392.622";"177";;
"1769551392.624";"177";;
"1769551392.626";"180";;
"1769551392.628";"174";;
"1769551392.63";"176";;
"1769551392.632";"175";;
"1769551392.634";"178";;
"1769551392.636";"177";;
"1769551392.638";"177";;
"1769551392.64";"174";;
"1769551392.642";"176";;
"1769551392.644";"179";;
"1769551392.646";"179";;
"1769551392.648";"177";;
"1769551392.65";"173";;
"1769551392.652";"176";;
"1769551392.654";"179";;
"1769551392.656";"179";;
"1769551392.658";"177";;
"1769551392.66";"176";;
"1769551392.662";"177";;
"1769551392.664";"172";;
"1769551392.666";"179";;
"1769551392.668";"177";;
"1769551392.67";"179";;
"1769551392.672";"180";;
"1769551392.674";"180";;
"1769551392.676";"184";;
"1769551392.678";"170";;
"1769551392.68";"179";;
"1769551392.682";"170";;
"1769551392.684";"178";;
"1769551392.686";"172";;
"1769551392.688";"175";;
"1769551392.69";"172";;
"1769551392.692";"182";;
"1769551392.694";"184";;
"1769551392.696";"178";;
"1769551392.698";"176";;
"1769551392.7";"179";;
"1769551392.702";"181";;
"1769551392.704";"174";;
"1769551392.706";"174";;
"1769551392.708";"176";;
"1769551392.71";"177";;
"1769551392.712";"180";;
"1769551392.714";"180";;
"1769551392.716";"176";;
"1769551392.718";"176";;
"1769551392.72";"182";;
"1769551392.722";"173";;
"1769551392.724";"175";;
"1769551392.726";"174";;
"1769551392.728";"176";;
"1769551392.73";"177";;
"1769551392.732";"182";;
"1769551392.734";"178";;
"1769551392.736";"177";;
"1769551392.738";"175";;
"1769551392.74";"179";;
"1769551392.742";"179";;
"1769551392.744";"175";;
"1769551392.746";"176";;
"1769551392.748";"175";;
"1769551392.75";"179";;
"1769551392.752";"177";;
"1769551392.754";"178";;
"1769551392.756";"174";;
"1769551392.758";"180";;
"1769551392.76";"176";;
"1769551392.762";"173";;
"1769551392.764";"172";;
"1769551392.766";"175";;
"1769551392.768";"173";;
"1769551392.77";"178";;
"1769551392.772";"177";;
"1769551392.774";"173";;
"1769551392.776";"176";;
"1769551392.778";"177";;
"1769551392.78";"180";;
"1769551392.782";"180";;
"1769551392.784";"172";;
"1769551392.786";"177";;
"1769551392.788";"179";;
"1769551392.79";"183";;
"1769551392.792";"177";;
"1769551392.794";"173";;
"1769551392.796";"170";;
"1769551392.798";"179";;
"1769551392.8";"178";;
"1769551392.802";"177";;
"1769551392.804";"176";;
"1769551392.806";"176";;
"1769551392.808";"180";;
"1769551392.81";"176";;
"1769551392.812";"177";;
"1769551392.814";"177";;
"1769551392.816";"172";;
"1769551392.818";"180";;
"1769551392.82";"178";;
"1769551392.822";"177";;
"1769551392.824";"174";;
"1769551392.826";"179";;
"1769551392.828";"181";;
"1769551392.83";"179";;
"1769551392.832";"180";;
"1769551392.834";"177";;
"1769551392.836";"173";;
"1769551392.838";"178";;
"1769551392.84";"171";;
"1769551392.842";"175";;
"1769551392.844";"172";;
"1769551392.846";"178";;
"1769551392.848";"177";;
"1769551392.85";"178";;
"1769551392.852";"176";;
"1769551392.854";"176";;
"1769551392.856";"182";;
"1769551392.858";"183";;
"1769551392.86";"180";;
"1769551392.862";"176";;
"1769551392.864";"177";;
"1769551392.866";"176";;
"1769551392.868";"178";;
"1769551392.87";"178";;
"1769551392.872";"176";;
"1769551392.874";"185";;
"1769551392.876";"176";;
"1769551392.878";"180";;
"1769551392.88";"178";;
"1769551392.882";"176";;
"1769551392.884";"176";;
"1769551392.886";"178";;
"1769551392.888";"182";;
"1769551392.89";"180";;
"1769551392.892";"171";;
"1769551392.894";"177";;
"1769551392.896";"180";;
"1769551392.898";"181";;
"1769551392.9";"177";;
"1769551392.902";"175";;
"1769551392.904";"170";;
"1769551392.906";"179";;
"1769551392.908";"180";;
"1769551392.91";"174";;
"1769551392.912";"176";;
"1769551392.914";"176";;
"1769551392.916";"176";;
"1769551392.918";"180";;
"1769551392.92";"182";;
"1769551392.922";"176";;
"1769551392.924";"188";;
"1769551392.926";"183";;
"1769551392.928";"180";;
"1769551392.93";"177";;
"1769551392.932";"171";;
"1769551392.962";"178";;
"1769551392.963";"177";;
"1769551392.964";"181";;
"1769551392.966";"180";;
"1769551392.968";"177";;
"1769551392.973";"156";;
"1769551392.975";"178";;
"1769551392.977";"178";;
"1769551392.978";"178";;
"1769551392.98";"174";;
"1769551392.982";"179";;
"1769551392.984";"178";;
"1769551392.986";"174";;
"1769551392.988";"176";;
"1769551392.99";"174";;
"1769551392.992";"177";;
"1769551392.994";"178";;
"1769551392.996";"179";;
"1769551392.998";"174";;
"1769551393";"174";;
"1769551393.002";"165";;
"1769551393.004";"177";;
"1769551393.006";"176";;
"1769551393.008";"172";;
"1769551393.01";"177";;
"1769551393.012";"178";;
"1769551393.014";"178";;
"1769551393.016";"176";;
"1769551393.018";"176";;
"1769551393.02";"173";;
"1769551393.022";"177";;
"1769551393.024";"178";;
"1769551393.026";"177";;
"1769551393.028";"175";;
"1769551393.03";"177";;
"1769551393.032";"180";;
"1769551393.034";"182";;
"1769551393.036";"178";;
"1769551393.038";"177";;
"1769551393.04";"176";;
"1769551393.042";"178";;
"1769551393.044";"180";;
"1769551393.046";"174";;
"1769551393.048";"172";;
"1769551393.05";"177";;
"1769551393.052";"179";;
"1769551393.054";"174";;
"1769551393.056";"174";;
"1769551393.058";"176";;
"1769551393.06";"178";;
"1769551393.062";"175";;
"1769551393.064";"177";;
"1769551393.066";"176";;
"1769551393.068";"175";;
"1769551393.07";"178";;
"1769551393.072";"177";;
"1769551393.074";"179";;
"1769551393.076";"173";;
"1769551393.078";"176";;
"1769551393.08";"177";;
"1769551393.082";"178";;
"1769551393.084";"180";;
"1769551393.086";"177";;
"1769551393.088";"180";;
"1769551393.09";"178";;
"1769551393.092";"188";;
"1769551393.094";"177";;
"1769551393.096";"170";;
"1769551393.098";"177";;
"1769551393.1";"178";;
"1769551393.102";"177";;
